3.52e+2, 6.22e-1
3.59e+2, 5.48e-1
3.66e+2, 5.48e-1
3.73e+2, 5.48e-1
3.80e+2, 5.48e-1
3.87e+2, 5.48e-1
3.94e+2, 5.48e-1
4.01e+2, 5.48e-1
4.08e+2, 5.48e-1
4.15e+2, 5.48e-1
4.22e+2, 5.48e-1
4.29e+2, 5.48e-1
4.36e+2, 5.48e-1
4.43e+2, 5.48e-1
4.50e+2, 5.48e-1
4.57e+2, 5.48e-1
4.64e+2, 5.48e-1
4.71e+2, 5.48e-1
4.78e+2, 5.48e-1
4.85e+2, 5.48e-1
4.92e+2, 5.48e-1
4.99e+2, 5.48e-1
5.06e+2, 5.48e-1
5.13e+2, 5.48e-1
5.20e+2, 5.48e-1
5.27e+2, 5.48e-1
5.34e+2, 5.48e-1
5.41e+2, 5.48e-1
5.48e+2, 6.22e-1
5.55e+2, 5.48e-1
5.62e+2, 5.48e-1
5.69e+2, 5.48e-1
5.76e+2, 5.48e-1
5.83e+2, 5.85e-1
5.90e+2, 7.69e-1
5.97e+2, 9.54e-1
6.05e+2, 1.88e+0
6.09e+2, 4.69e+0
6.11e+2, 7.68e+0
6.13e+2, 1.05e+1
6.14e+2, 1.30e+1
6.14e+2, 1.63e+1
6.15e+2, 1.93e+1
6.16e+2, 2.22e+1
6.17e+2, 2.51e+1
6.17e+2, 2.76e+1
6.18e+2, 3.29e+1
6.18e+2, 3.02e+1
6.19e+2, 3.53e+1
6.20e+2, 3.84e+1
6.21e+2, 4.19e+1
6.22e+2, 4.54e+1
6.23e+2, 4.92e+1
6.24e+2, 5.23e+1
6.25e+2, 5.53e+1
6.26e+2, 5.86e+1
6.29e+2, 6.29e+1
6.31e+2, 6.73e+1
6.33e+2, 7.06e+1
6.35e+2, 7.34e+1
6.39e+2, 7.62e+1
6.43e+2, 7.91e+1
6.48e+2, 8.15e+1
6.52e+2, 8.38e+1
6.59e+2, 8.61e+1
6.66e+2, 8.82e+1
6.73e+2, 8.96e+1
6.80e+2, 9.06e+1
6.87e+2, 9.14e+1
6.94e+2, 9.20e+1
